beneficiary_id,asset_id,scheme_id,region_id,count,description
BEN_AUTO_ASSET_WB_1087369,ASSET_WB_1087369,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Mandawali, East (water_body)"
BEN_AUTO_ASSET_WB_1087370,ASSET_WB_1087370,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Mandawali, East (water_body)"
BEN_AUTO_ASSET_WB_1087371,ASSET_WB_1087371,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Mandawali, East (water_body)"
BEN_AUTO_ASSET_WB_1087372,ASSET_WB_1087372,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Nand Nagri, East (water_body)"
BEN_AUTO_ASSET_WB_1087373,ASSET_WB_1087373,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Preet Vihar, East (water_body)"
BEN_AUTO_ASSET_WB_1087374,ASSET_WB_1087374,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Seelampur, East (water_body)"
BEN_AUTO_ASSET_WB_1087375,ASSET_WB_1087375,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Shahdara, East (water_body)"
BEN_AUTO_ASSET_WB_1087376,ASSET_WB_1087376,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Shahdara, East (water_body)"
BEN_AUTO_ASSET_WB_1087377,ASSET_WB_1087377,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Shahdara, East (water_body)"
BEN_AUTO_ASSET_WB_1087378,ASSET_WB_1087378,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Shakarpur, East (water_body)"
BEN_AUTO_ASSET_WB_1087379,ASSET_WB_1087379,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Shakarpur, East (water_body)"
BEN_AUTO_ASSET_WB_1087380,ASSET_WB_1087380,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Shakarpur, East (water_body)"
BEN_AUTO_ASSET_WB_1087381,ASSET_WB_1087381,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Shakarpur, East (water_body)"
BEN_AUTO_ASSET_WB_1087382,ASSET_WB_1087382,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Shakarpur, East (water_body)"
BEN_AUTO_ASSET_WB_1087383,ASSET_WB_1087383,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Shakarpur, East (water_body)"
BEN_AUTO_ASSET_WB_1087384,ASSET_WB_1087384,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Shakarpur, East (water_body)"
BEN_AUTO_ASSET_WB_1087385,ASSET_WB_1087385,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Shastri Park, East (water_body)"
BEN_AUTO_ASSET_WB_1087386,ASSET_WB_1087386,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Shastri Park, East (water_body)"
BEN_AUTO_ASSET_WB_1087387,ASSET_WB_1087387,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Shastri Park, East (water_body)"
BEN_AUTO_ASSET_WB_1087388,ASSET_WB_1087388,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Sunder Nagri, East (water_body)"
BEN_AUTO_ASSET_WB_1087389,ASSET_WB_1087389,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Trilokpuri-East, East (water_body)"
BEN_AUTO_ASSET_WB_1087390,ASSET_WB_1087390,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Vinod Nagar, East (water_body)"
BEN_AUTO_ASSET_WB_1087391,ASSET_WB_1087391,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Vinod Nagar, East (water_body)"
BEN_AUTO_ASSET_WB_1087392,ASSET_WB_1087392,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Vinod Nagar, East (water_body)"
BEN_AUTO_ASSET_WB_1087393,ASSET_WB_1087393,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Vinod Nagar, East (water_body)"
BEN_AUTO_ASSET_WB_1087394,ASSET_WB_1087394,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Vinod Nagar, East (water_body)"
BEN_AUTO_ASSET_PARK_SNZ_1,ASSET_PARK_SNZ_1,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. A-29, Vivek Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_2,ASSET_PARK_SNZ_2,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. A-135, Vivek Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_3,ASSET_PARK_SNZ_3,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. A-114, Vivek Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_4,ASSET_PARK_SNZ_4,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Vivek  Vihar Nursery-1 (park)
BEN_AUTO_ASSET_PARK_SNZ_5,ASSET_PARK_SNZ_5,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Vivek  Vihar H. No.-A/76, 77, Vivek Vihar, Store (park)"
BEN_AUTO_ASSET_PARK_SNZ_6,ASSET_PARK_SNZ_6,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. A-77, Vivek  Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_7,ASSET_PARK_SNZ_7,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. B-190, Vivek Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_8,ASSET_PARK_SNZ_8,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. B-224, Vivek Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_9,ASSET_PARK_SNZ_9,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. B-75, Vivek Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_10,ASSET_PARK_SNZ_10,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. B-63, Vivek Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_11,ASSET_PARK_SNZ_11,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. B-40, Vivek Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_12,ASSET_PARK_SNZ_12,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. B-163, Vivek Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_13,ASSET_PARK_SNZ_13,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. C-100, 109, Vivek Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_14,ASSET_PARK_SNZ_14,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. C-126, Vivek Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_15,ASSET_PARK_SNZ_15,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near H.NO. C-174 Vivek Vihar. (park)
BEN_AUTO_ASSET_PARK_SNZ_16,ASSET_PARK_SNZ_16,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. C-190, 231 Vivek Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_17,ASSET_PARK_SNZ_17,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H.NO. C-281, Vivek Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_18,ASSET_PARK_SNZ_18,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Mahavir Vatika, Cent. Park, Vivek Vihar C-Block. (park)"
BEN_AUTO_ASSET_PARK_SNZ_19,ASSET_PARK_SNZ_19,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near F. NO. 162, 204,  Janta Flat. Vivek  Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_20,ASSET_PARK_SNZ_20,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for A-Block  Near H. NO. 41, Janta Flat Vivek  Vihar. (park)"
BEN_AUTO_ASSET_PARK_SNZ_21,ASSET_PARK_SNZ_21,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park  Near H.NO.A-5/10, Jhilmil  Ind. Area. (park)"
BEN_AUTO_ASSET_PARK_SNZ_22,ASSET_PARK_SNZ_22,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park  Near H.NO. B-12/2 Jhilmil  Ind. Area. (park)
BEN_AUTO_ASSET_PARK_SNZ_23,ASSET_PARK_SNZ_23,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near H. No. A-1 to 42 Jhilmil Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_24,ASSET_PARK_SNZ_24,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near H. No. A-85 to 126, Jhilmil Colony. (park)"
BEN_AUTO_ASSET_PARK_SNZ_25,ASSET_PARK_SNZ_25,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near H. No. A-130 To 168 Jhilmil Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_26,ASSET_PARK_SNZ_26,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near H. No. A-170 to 210 Jhilmil Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_27,ASSET_PARK_SNZ_27,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near  H. NO. A-211 to 252 Jhilmil Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_28,ASSET_PARK_SNZ_28,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Opp. H. NO. A-29 Jhilmil  Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_29,ASSET_PARK_SNZ_29,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for park A-44 to A-84, Jhilmil, Guru dawara wala (park)"
BEN_AUTO_ASSET_PARK_SNZ_30,ASSET_PARK_SNZ_30,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park  Community center,  Jhilmil  Colony, A-Block (park)"
BEN_AUTO_ASSET_PARK_SNZ_31,ASSET_PARK_SNZ_31,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near  H.NO. B-1 to 42 Jhilmil Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_32,ASSET_PARK_SNZ_32,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near  H.NO. B-43 to 84 Jhilmil Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_33,ASSET_PARK_SNZ_33,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near H.NO. B-85 to  126 Jhilmil  Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_34,ASSET_PARK_SNZ_34,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near H.NO. B-130 to 168 Jhilmil Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_35,ASSET_PARK_SNZ_35,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near  H.NO. B-169 to 210 Jhilmil Colony (park)
BEN_AUTO_ASSET_PARK_SNZ_36,ASSET_PARK_SNZ_36,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near H.NO. B-211 to 252  Jhilmil Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_37,ASSET_PARK_SNZ_37,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Between  H.NO. B-29 & D.S.I.D.C Jhilmil Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_38,ASSET_PARK_SNZ_38,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for H.NO. 35 Govind Khand  Jhilmil  Colony (Sotre Wala Park) (park)
BEN_AUTO_ASSET_PARK_SNZ_39,ASSET_PARK_SNZ_39,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near  H.NO. 65 to 66Govind Khand  Jhilmil  Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_40,ASSET_PARK_SNZ_40,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Park Near  H.NO. 113, Govind Khand  Jhilmil  Colony. (park)"
BEN_AUTO_ASSET_PARK_SNZ_41,ASSET_PARK_SNZ_41,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near  H.NO. 242 Govind Khand  Jhilmil  Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_42,ASSET_PARK_SNZ_42,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near  H.NO. 72 Govind Khand  Jhilmil  Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_43,ASSET_PARK_SNZ_43,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Park Near  H.NO. 156 Govind Khand  Jhilmil  Colony. (park)
BEN_AUTO_ASSET_PARK_SNZ_44,ASSET_PARK_SNZ_44,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for H.No.87, Shiva Khand (park)"
BEN_AUTO_ASSET_PARK_SNZ_45,ASSET_PARK_SNZ_45,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for H.No.117, Shiva Khand (park)"
BEN_AUTO_ASSET_PARK_SNZ_46,ASSET_PARK_SNZ_46,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for H.No.205, Shiva Khand (park)"
BEN_AUTO_ASSET_PARK_SNZ_47,ASSET_PARK_SNZ_47,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 229, Shiva Khand , (park)"
BEN_AUTO_ASSET_PARK_SNZ_48,ASSET_PARK_SNZ_48,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 131, Shivakhand. Jhilmil Colony (park)"
BEN_AUTO_ASSET_PARK_SNZ_49,ASSET_PARK_SNZ_49,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 156, Shivakhand,Jhilmil Colony (park)"
BEN_AUTO_ASSET_PARK_SNZ_50,ASSET_PARK_SNZ_50,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 29, Pratap Khand (park)"
BEN_AUTO_ASSET_PARK_SNZ_51,ASSET_PARK_SNZ_51,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 41, 44, Pratap Khand (park)"
BEN_AUTO_ASSET_PARK_SNZ_52,ASSET_PARK_SNZ_52,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 32, Pratap Khand (park)"
BEN_AUTO_ASSET_PARK_SNZ_53,ASSET_PARK_SNZ_53,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for C-BLK, H.No. 1 to 42, Jhilmil Colony. (park)"
BEN_AUTO_ASSET_PARK_SNZ_54,ASSET_PARK_SNZ_54,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for C-BLK, H.No. 43to 84, Jhilmil Colony. (park)"
BEN_AUTO_ASSET_PARK_SNZ_55,ASSET_PARK_SNZ_55,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for C-BLK, H.No. 85 to126, Jhilmil Colony. (park)"
BEN_AUTO_ASSET_PARK_SNZ_56,ASSET_PARK_SNZ_56,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for C-BLK,H.NO.127 to 168, Jhilmil Colony. (park)"
BEN_AUTO_ASSET_PARK_SNZ_57,ASSET_PARK_SNZ_57,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for C-BLK, H.No.211-252 Jhilmil Colony. (park)"
BEN_AUTO_ASSET_PARK_SNZ_58,ASSET_PARK_SNZ_58,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for C-BLK, H.No. 172 to 210, Jhilmil Colony. (park)"
BEN_AUTO_ASSET_PARK_SNZ_59,ASSET_PARK_SNZ_59,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for C-29, Jhilmil Colony (park)"
BEN_AUTO_ASSET_PARK_SNZ_60,ASSET_PARK_SNZ_60,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for C-225,  Jhilmil Colony (park)"
BEN_AUTO_ASSET_PARK_SNZ_61,ASSET_PARK_SNZ_61,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for D-BLK, H.No.212 to250, Jhilmil Colony. (park)"
BEN_AUTO_ASSET_PARK_SNZ_62,ASSET_PARK_SNZ_62,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for D-BLK, H.No. 1 to 42, Jhilmil Colony. (park)"
BEN_AUTO_ASSET_PARK_SNZ_63,ASSET_PARK_SNZ_63,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for D-BLK, H.No. 43 to 83, Jhilmil Colony. (park)"
BEN_AUTO_ASSET_PARK_SNZ_64,ASSET_PARK_SNZ_64,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for D-130 TO 170, Jhilmil Colony (park)"
BEN_AUTO_ASSET_PARK_SNZ_65,ASSET_PARK_SNZ_65,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for D-29, 99, Jhilmil Colony (park)"
BEN_AUTO_ASSET_PARK_SNZ_66,ASSET_PARK_SNZ_66,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for D-225, Jhilmil Colony (park)"
BEN_AUTO_ASSET_PARK_SNZ_67,ASSET_PARK_SNZ_67,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for D-85 to 126 Jhilmil Colony (park)
BEN_AUTO_ASSET_PARK_SNZ_68,ASSET_PARK_SNZ_68,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for D-170 to 210 Jhilmil Colony (park)
BEN_AUTO_ASSET_PARK_SNZ_69,ASSET_PARK_SNZ_69,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for E -Block 1 to 42 Jhilmil Colony (park)
BEN_AUTO_ASSET_PARK_SNZ_70,ASSET_PARK_SNZ_70,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for E-43 to 84 Jhilmil Colony (park)
BEN_AUTO_ASSET_PARK_SNZ_71,ASSET_PARK_SNZ_71,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for E-85 to 127 Jhilmil Colony (park)
BEN_AUTO_ASSET_PARK_SNZ_72,ASSET_PARK_SNZ_72,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for E-127 to 168 Jhilmil Colony (park)
BEN_AUTO_ASSET_PARK_SNZ_73,ASSET_PARK_SNZ_73,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for E-141 Jhilmil Colony (park)
BEN_AUTO_ASSET_PARK_SNZ_74,ASSET_PARK_SNZ_74,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for E-29 Jhilmil Colony (park)
BEN_AUTO_ASSET_PARK_SNZ_75,ASSET_PARK_SNZ_75,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for E -Block Krishna Market (park)
BEN_AUTO_ASSET_PARK_SNZ_76,ASSET_PARK_SNZ_76,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for H.No.216 D.D.A FLT., Jhilmil Colony. Satyam Enclave (park)"
BEN_AUTO_ASSET_PARK_SNZ_77,ASSET_PARK_SNZ_77,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 205, D.D.A Flt, Jhilmil Colony, Satyam Enclave (park)"
BEN_AUTO_ASSET_PARK_SNZ_78,ASSET_PARK_SNZ_78,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 142, D.D.A FLT, Jhilmil Colony, Satyam Enclave (park)"
BEN_AUTO_ASSET_PARK_SNZ_79,ASSET_PARK_SNZ_79,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 56, D.D.A Flt., Jhilmil Colony, Satyam Enclave (park)"
BEN_AUTO_ASSET_PARK_SNZ_80,ASSET_PARK_SNZ_80,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for H.NO.122, D.D.A Flt, Jhilmil Colony, Satyam Enclave (park)"
BEN_AUTO_ASSET_PARK_SNZ_81,ASSET_PARK_SNZ_81,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for H.NO.49, D.D.A Flt, Jhilmil Colony, Satyam Enclave (park)"
BEN_AUTO_ASSET_PARK_SNZ_82,ASSET_PARK_SNZ_82,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for H.No.50-B Vivek  Vihar-II (park)
BEN_AUTO_ASSET_PARK_SNZ_83,ASSET_PARK_SNZ_83,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for H.No. 30, A Block Vivek Vihar (park)"
BEN_AUTO_ASSET_PARK_SNZ_84,ASSET_PARK_SNZ_84,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for H.No. 62, 123,  A Block Vivek Vihar Ph-II (park)"
BEN_AUTO_ASSET_PARK_SNZ_85,ASSET_PARK_SNZ_85,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 8-B, D.D.A Flt. Vivek Vihar -II (park)"
BEN_AUTO_ASSET_PARK_SNZ_86,ASSET_PARK_SNZ_86,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 15B, D.D.A Flt. Vivek  Vihar -II (park)"
BEN_AUTO_ASSET_PARK_SNZ_87,ASSET_PARK_SNZ_87,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 20B, D.D.A Flt. Vivek  Vihar -II (park)"
BEN_AUTO_ASSET_PARK_SNZ_88,ASSET_PARK_SNZ_88,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 9-B, D.D.A Flt. Vivek  Vihar -II (park)"
BEN_AUTO_ASSET_PARK_SNZ_89,ASSET_PARK_SNZ_89,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for 36-B, D.D.A Flt. Vivek  Vihar -II (park)"
BEN_AUTO_ASSET_PARK_SNZ_90,ASSET_PARK_SNZ_90,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Shamshan Ghat I (park)
BEN_AUTO_ASSET_PARK_SNZ_91,ASSET_PARK_SNZ_91,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Shamshan Ghat  Park (park)
BEN_AUTO_ASSET_PARK_SNZ_92,ASSET_PARK_SNZ_92,SCH_AMRUT,REG_W216,100,"Auto-estimated beneficiaries for Indira Park, Jwala Nagar (park)"
BEN_AUTO_ASSET_PARK_SNZ_93,ASSET_PARK_SNZ_93,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Mukesh Nagar Park I (park)
BEN_AUTO_ASSET_PARK_SNZ_94,ASSET_PARK_SNZ_94,SCH_AMRUT,REG_W216,100,Auto-estimated beneficiaries for Mukesh Nagar Park II (Mini Stadium) (park)
BEN_AUTO_ASSET_PARK_SNZ_95,ASSET_PARK_SNZ_95,SCH_AMRUT,REG_W217,5306,Auto-estimated beneficiaries for Park B-Pocket Near H.NO. 60-A Dilshad Garden. (park)
BEN_AUTO_ASSET_PARK_SNZ_96,ASSET_PARK_SNZ_96,SCH_AMRUT,REG_W217,5306,Auto-estimated beneficiaries for Park B-Pkt. Near H.NO. 101-A Dilshad Garden. (park)
BEN_AUTO_ASSET_PARK_SNZ_97,ASSET_PARK_SNZ_97,SCH_AMRUT,REG_W217,5306,"Auto-estimated beneficiaries for Park  B-Pkt. H.NO.-138, 139-A Dilshad Garden. (park)"
BEN_AUTO_ASSET_PARK_SNZ_98,ASSET_PARK_SNZ_98,SCH_AMRUT,REG_W217,5306,Auto-estimated beneficiaries for Park B-PKT. Near H.NO. 8-A Dilshad Garden. (park)
BEN_AUTO_ASSET_PARK_SNZ_99,ASSET_PARK_SNZ_99,SCH_AMRUT,REG_W217,5306,"Auto-estimated beneficiaries for Park B-Pocket A-31, Dilshad Garden, Store wala Park (park)"
BEN_AUTO_ASSET_PARK_SNZ_100,ASSET_PARK_SNZ_100,SCH_AMRUT,REG_W217,5306,Auto-estimated beneficiaries for Park E-Pkt. Near H.NO. 172-A Dilshad Garden. (park)
BEN_AUTO_ASSET_PARK_SNZ_101,ASSET_PARK_SNZ_101,SCH_AMRUT,REG_W217,5306,"Auto-estimated beneficiaries for Park E-Pkt. Near H.NO. 181-A, 183,  Dilshad  Garden. (park)"
BEN_AUTO_ASSET_PARK_SNZ_102,ASSET_PARK_SNZ_102,SCH_AMRUT,REG_W217,5306,Auto-estimated beneficiaries for Park E-Pkt.Near H.NO. 65-A Dilshad Garden. (park)
BEN_AUTO_ASSET_PARK_SNZ_103,ASSET_PARK_SNZ_103,SCH_AMRUT,REG_W217,5306,Auto-estimated beneficiaries for Park E-Pkt.Near H.NO. 128-A Dilshad Garden. (park)
BEN_AUTO_ASSET_PARK_SNZ_104,ASSET_PARK_SNZ_104,SCH_AMRUT,REG_W217,5306,"Auto-estimated beneficiaries for Park E-Pkt.Near H.NO. 68-A Dilshad Garden, Lokesh Park (park)"
BEN_AUTO_ASSET_PARK_SNZ_105,ASSET_PARK_SNZ_105,SCH_AMRUT,REG_W217,5306,Auto-estimated beneficiaries for Park E-Pkt.Near H.NO. 152-A Dilshad Garden. (park)
BEN_AUTO_ASSET_PARK_SNZ_106,ASSET_PARK_SNZ_106,SCH_AMRUT,REG_W217,5306,Auto-estimated beneficiaries for Park E-Pkt.Near H.NO. 13-A Dilshad Garden. (park)
BEN_AUTO_ASSET_PARK_SNZ_107,ASSET_PARK_SNZ_107,SCH_AMRUT,REG_W217,5306,Auto-estimated beneficiaries for Park F-Pkt.Near H.NO. 208-A Dilshad Garden. (park)
BEN_AUTO_ASSET_PARK_SNZ_108,ASSET_PARK_SNZ_108,SCH_AMRUT,REG_W217,5306,Auto-estimated beneficiaries for Park H-Pkt.Near H.NO. 42-A Dilshad Garden. (park)
BEN_AUTO_ASSET_PARK_SNZ_109,ASSET_PARK_SNZ_109,SCH_AMRUT,REG_W217,5306,Auto-estimated beneficiaries for Park H-Pkt.Near H.NO. 195-A Dilshad Garden. (park)
BEN_AUTO_ASSET_PARK_SNZ_110,ASSET_PARK_SNZ_110,SCH_AMRUT,REG_W217,5306,Auto-estimated beneficiaries for Park H-Pkt.Near H.NO. 30-A Dilshad Garden. (park)
BEN_AUTO_ASSET_PARK_SNZ_111,ASSET_PARK_SNZ_111,SCH_AMRUT,REG_W217,5306,"Auto-estimated beneficiaries for Park A-Block H.NO. 14/G-3, Dilshad Garden. (park)"
BEN_AUTO_ASSET_PARK_SNZ_112,ASSET_PARK_SNZ_112,SCH_AMRUT,REG_W217,5306,"Auto-estimated beneficiaries for Park A-Block H.NO. 21-A/G2, Dilshad  Garden. (park)"
BEN_AUTO_ASSET_PARK_SNZ_113,ASSET_PARK_SNZ_113,SCH_AMRUT,REG_W217,5306,Auto-estimated beneficiaries for Park A-Block H.NO. A-20/G2 Dilshad Garden. (park)
