region_id,name,type,parent_region_id,population,lat,lon
GEO_IN_KA_253189_W25986,Bangalore (M Corp.) - Ward No.15,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25984,Bangalore (M Corp.) - Ward No.13,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W2443564,Bangalore (M Corp.) - Ward No.24,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25982,Bangalore (M Corp.) - Ward No.11,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W2443567,Bangalore (M Corp.) - Ward No.27,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25978,Bangalore (M Corp.) - Ward No.7,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25991,Bangalore (M Corp.) - Ward No.20,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W2443565,Bangalore (M Corp.) - Ward No.25,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W2443566,Bangalore (M Corp.) - Ward No.26,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25988,Bangalore (M Corp.) - Ward No.17,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25975,Bangalore (M Corp.) - Ward No.4,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25883,Bangalore (M Corp.) - Ward No.1,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25979,Bangalore (M Corp.) - Ward No.8,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25992,Bangalore (M Corp.) - Ward No.21,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25981,Bangalore (M Corp.) - Ward No.10,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25994,Bangalore (M Corp.) - Ward No.23,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25884,Bangalore (M Corp.) - Ward No.2,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25990,Bangalore (M Corp.) - Ward No.19,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25987,Bangalore (M Corp.) - Ward No.16,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25993,Bangalore (M Corp.) - Ward No.22,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25989,Bangalore (M Corp.) - Ward No.18,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25983,Bangalore (M Corp.) - Ward No.12,ward,GEO_IN_KA_253189,,,
REG_DELHI,Delhi (NCT),state,GEO_IN,,28.7041,77.1025
REG_SHAHDARA_NORTH,Shahdara North Zone,zone,REG_DELHI,,28.6890,77.2980
REG_SHAHDARA_SOUTH,Shahdara South Zone,zone,REG_DELHI,,28.6720,77.2950
REG_W45,Ward 45 Shahdara,ward,REG_SHAHDARA_NORTH,,28.6740,77.2920
REG_W45_GALI7,Gali No. 7 Shahdara,ward,REG_W45,,28.6692,77.2945
REG_W45_GALI12,Gali No. 12 Shahdara,ward,REG_W45,,28.6739,77.2934
REG_W45_GALI3,Gali No. 3 Shahdara,ward,REG_W45,,28.6760,77.2912
REG_W45_MARKET_ROAD,Market Road Ward 45,ward,REG_W45,,28.6748,77.2921
REG_W45_COLONY_Y,Colony Y Ward 45,ward,REG_W45,,28.6720,77.2910
REG_W12,Ward 12 Sadar Bazar,ward,REG_SHAHDARA_NORTH,,28.6878,77.2411
REG_W28,Ward 28 Krishna Nagar,ward,REG_SHAHDARA_SOUTH,,28.6548,77.2774
REG_W216,Ward 216 Vivek Vihar,ward,REG_SHAHDARA_NORTH,,28.6720,77.3150
REG_W217,Ward 217 Dilshad Garden,ward,REG_SHAHDARA_NORTH,,28.6820,77.3220
REG_W218,Ward 218 Sunder Nagari,ward,REG_SHAHDARA_NORTH,,28.6950,77.3000
REG_W219,Ward 219 G.T.B. Enclave,ward,REG_SHAHDARA_NORTH,,28.7050,77.2900
REG_W220,Ward 220 Nand Nagari A,ward,REG_SHAHDARA_NORTH,,28.7010,77.2820
REG_W221,Ward 221 Loni Road,ward,REG_SHAHDARA_NORTH,,28.7370,77.2800
REG_W222,Ward 222 Nand Nagari C,ward,REG_SHAHDARA_NORTH,,28.7000,77.2840
REG_W223,Ward 223 East Rohtash Nagar,ward,REG_SHAHDARA_SOUTH,,28.6880,77.2890
REG_W224,Ward 224 P.S. Garden,ward,REG_SHAHDARA_SOUTH,,28.6910,77.2860
REG_W225,Ward 225 Welcome Colony,ward,REG_SHAHDARA_SOUTH,,28.6940,77.2850
REG_W226,Ward 226 Usmanpur,ward,REG_SHAHDARA_SOUTH,,28.6880,77.2700
REG_W228,Ward 228 Maujpur,ward,REG_SHAHDARA_SOUTH,,28.6970,77.2780
REG_W230,Ward 230 Gamri Village,ward,REG_SHAHDARA_SOUTH,,28.6960,77.2650
REG_W232,Ward 232 Yamuna Vihar,ward,REG_SHAHDARA_NORTH,,28.7000,77.2780
REG_W233,Ward 233 Ghonda,ward,REG_SHAHDARA_NORTH,,28.7010,77.2760
REG_W235,Ward 235 New Zafrabad,ward,REG_SHAHDARA_SOUTH,,28.6670,77.2950
REG_W236,Ward 236 West Jyoti Nagar,ward,REG_SHAHDARA_SOUTH,,28.6810,77.2880
REG_W239,Ward 239 Gokulpuri,ward,REG_SHAHDARA_SOUTH,,28.6900,77.2900
REG_W241,Ward 241 Chauhan Pur,ward,REG_SHAHDARA_NORTH,,28.7100,77.2780
REG_W242,Ward 242 Karawal Nagar,ward,REG_SHAHDARA_NORTH,,28.7300,77.2900
REG_W250,Ward 250 Sabha Pur,ward,REG_SHAHDARA_SOUTH,,28.6820,77.2810
